# ratesweep 127.0.0.1:47392 bound 0.005 0.0001 (advertised)
config	epoch_tt	object	lon_err	lat_err	dist_err	flag
topo Quito, apparent	2488069.5	Polaris	4.1145e-08	1.2849e-05	5.9750e-12	
topo Quito, apparent	2488069.5	Rigil Kentaurus	5.8588e-06	1.1226e-05	8.9810e-11	
geo apparent, lahiri	2378496.5	Sun				unanswered errCode 3
geo apparent, lahiri	2378496.5	Moon				unanswered errCode 3
geo apparent, lahiri	2378496.5	Mercury				unanswered errCode 3
geo apparent, lahiri	2378496.5	Venus				unanswered errCode 3
geo apparent, lahiri	2378496.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2378496.5	Mars				unanswered errCode 3
geo apparent, lahiri	2378496.5	Jupiter				unanswered errCode 3
geo apparent, lahiri	2378496.5	Saturn				unanswered errCode 3
geo apparent, lahiri	2378496.5	Uranus				unanswered errCode 3
geo apparent, lahiri	2378496.5	Neptune				unanswered errCode 3
geo apparent, lahiri	2378496.5	Pluto				unanswered errCode 3
geo apparent, lahiri	2378496.5	Moon mean asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Moon osc asc node	8.7725e-08	0.0000e+00	6.0673e-12	
geo apparent, lahiri	2378496.5	Moon mean desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Moon osc desc node				unanswered errCode 3
geo apparent, lahiri	2378496.5	Moon mean perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Moon osc perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Moon mean aphelion	1.6096e-07	1.3952e-08	4.8110e-16	
geo apparent, lahiri	2378496.5	Moon osc aphelion	3.6206e-06	3.0430e-07	8.6915e-12	
geo apparent, lahiri	2378496.5	Mercury mean asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mercury osc asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mercury mean desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mercury osc desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mercury mean perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mercury osc perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mercury mean aphelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mercury osc aphelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Venus mean asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Venus osc asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Venus mean desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Venus osc desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Venus mean perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Venus osc perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Venus mean aphelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Venus osc aphelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mars mean asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mars osc asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mars mean desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mars osc desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mars mean perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mars osc perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mars mean aphelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Mars osc aphelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Jupiter mean asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Jupiter osc asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Jupiter mean desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Jupiter osc desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Jupiter mean perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Jupiter osc perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Jupiter mean aphelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Jupiter osc aphelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Saturn mean asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Saturn osc asc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Saturn mean desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Saturn osc desc node				unanswered errCode 4
geo apparent, lahiri	2378496.5	Saturn mean perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Saturn osc perihelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Saturn mean aphelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Saturn osc aphelion				unanswered errCode 4
geo apparent, lahiri	2378496.5	Moon natural apogee	9.0989e-07	8.7554e-08	9.6963e-13	
geo apparent, lahiri	2378496.5	Moon natural perigee	2.6723e-05	1.9577e-06	7.4004e-12	
geo apparent, lahiri	2378496.5	Sirius				unanswered errCode 4
geo apparent, lahiri	2378496.5	Vega				unanswered errCode 4
geo apparent, lahiri	2378496.5	Polaris				unanswered errCode 4
geo apparent, lahiri	2378496.5	Rigil Kentaurus				unanswered errCode 4
geo apparent, lahiri	2415020.5	Sun	7.6506e-08	3.3218e-07	2.7761e-13	
geo apparent, lahiri	2415020.5	Moon	1.0830e-04	2.9120e-07	3.6890e-09	
geo apparent, lahiri	2415020.5	Mercury	7.1238e-07	1.2118e-07	1.6932e-06	
geo apparent, lahiri	2415020.5	Venus	1.1855e-06	2.2165e-07	1.5778e-06	
geo apparent, lahiri	2415020.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Mars	4.5711e-07	3.2259e-07	1.7730e-06	
geo apparent, lahiri	2415020.5	Jupiter	2.3160e-08	3.2213e-07	1.3826e-06	
geo apparent, lahiri	2415020.5	Saturn	5.2199e-08	3.5207e-07	1.7365e-06	
geo apparent, lahiri	2415020.5	Uranus	9.4258e-08	3.4482e-07	1.5412e-06	
geo apparent, lahiri	2415020.5	Neptune	1.6258e-07	3.5985e-07	1.7186e-06	
geo apparent, lahiri	2415020.5	Pluto	2.3347e-07	3.7767e-07	1.5917e-06	
geo apparent, lahiri	2415020.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Moon osc asc node	2.9598e-08	0.0000e+00	2.3429e-12	
geo apparent, lahiri	2415020.5	Moon mean desc node	1.3339e-11	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Moon osc desc node	2.9617e-08	0.0000e+00	1.2343e-11	
geo apparent, lahiri	2415020.5	Moon mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Moon osc perihelion	4.2144e-05	2.1448e-07	8.1709e-12	
geo apparent, lahiri	2415020.5	Moon mean aphelion	1.2008e-08	2.3372e-08	1.2953e-15	
geo apparent, lahiri	2415020.5	Moon osc aphelion	4.4969e-06	2.3609e-07	6.5108e-13	
geo apparent, lahiri	2415020.5	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Mercury osc asc node	3.8232e-05	3.4882e-06	1.4118e-06	
geo apparent, lahiri	2415020.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Mercury osc desc node	3.8217e-05	2.2138e-06	1.7095e-06	
geo apparent, lahiri	2415020.5	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Mercury osc perihelion	3.8239e-05	4.0408e-06	1.2502e-06	
geo apparent, lahiri	2415020.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Mercury osc aphelion	3.8222e-05	2.0304e-06	1.7621e-06	
geo apparent, lahiri	2415020.5	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Venus osc asc node	3.8228e-05	6.5518e-06	5.8123e-07	
geo apparent, lahiri	2415020.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Venus osc desc node	3.8206e-05	1.7228e-06	1.7496e-06	
geo apparent, lahiri	2415020.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Venus osc perihelion	3.8518e-05	5.6842e-06	6.2850e-07	
geo apparent, lahiri	2415020.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Venus osc aphelion	3.7934e-05	1.7344e-06	1.7372e-06	
geo apparent, lahiri	2415020.5	Mars mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Mars osc asc node	3.8227e-05	2.5055e-06	9.6211e-08	
geo apparent, lahiri	2415020.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Mars osc desc node	3.8196e-05	1.2622e-06	1.5117e-06	
geo apparent, lahiri	2415020.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Mars osc perihelion	3.8237e-05	1.3692e-06	1.5081e-06	
geo apparent, lahiri	2415020.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Mars osc aphelion	3.8224e-05	2.1557e-06	8.9215e-09	
geo apparent, lahiri	2415020.5	Jupiter mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Jupiter osc asc node	3.8255e-05	6.9380e-07	1.7778e-06	
geo apparent, lahiri	2415020.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Jupiter osc desc node	3.8197e-05	4.5772e-07	1.7781e-06	
geo apparent, lahiri	2415020.5	Jupiter mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Jupiter osc perihelion	3.8226e-05	5.7076e-07	2.8007e-07	
geo apparent, lahiri	2415020.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Jupiter osc aphelion	3.8204e-05	5.3411e-07	3.8209e-07	
geo apparent, lahiri	2415020.5	Saturn mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Saturn osc asc node	3.8267e-05	3.6508e-07	1.7232e-06	
geo apparent, lahiri	2415020.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Saturn osc desc node	3.8174e-05	2.6638e-07	1.7418e-06	
geo apparent, lahiri	2415020.5	Saturn mean perihelion	1.9403e-11	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Saturn osc perihelion	3.8207e-05	3.6659e-07	1.7596e-06	
geo apparent, lahiri	2415020.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2415020.5	Saturn osc aphelion	3.8112e-05	2.5560e-07	1.7660e-06	
geo apparent, lahiri	2415020.5	Moon natural apogee	3.0021e-07	1.8548e-09	1.4567e-13	
geo apparent, lahiri	2415020.5	Moon natural perigee	7.7606e-06	4.6213e-07	3.6488e-12	
geo apparent, lahiri	2415020.5	Sirius	9.2792e-08	3.3415e-07	2.3326e-10	
geo apparent, lahiri	2415020.5	Vega	2.3346e-07	3.3289e-07	1.5907e-10	
geo apparent, lahiri	2415020.5	Polaris	4.5672e-08	3.5656e-07	3.4154e-12	
geo apparent, lahiri	2415020.5	Rigil Kentaurus	1.2927e-07	3.2679e-07	1.3252e-11	
geo apparent, lahiri	2451545.0	Sun	4.0817e-07	2.9941e-07	1.0070e-12	
geo apparent, lahiri	2451545.0	Moon	7.5846e-06	1.3960e-06	2.0156e-09	
geo apparent, lahiri	2451545.0	Mercury	2.6729e-06	6.1875e-08	1.7699e-06	
geo apparent, lahiri	2451545.0	Venus	7.3539e-07	2.5899e-07	1.4066e-06	
geo apparent, lahiri	2451545.0	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Mars	3.4090e-07	1.7006e-07	1.1861e-06	
geo apparent, lahiri	2451545.0	Jupiter	6.2520e-09	1.8240e-07	4.6221e-07	
geo apparent, lahiri	2451545.0	Saturn	3.8403e-08	2.5330e-07	8.9300e-07	
geo apparent, lahiri	2451545.0	Uranus	9.2439e-08	2.3750e-07	1.4562e-06	
geo apparent, lahiri	2451545.0	Neptune	1.4113e-07	2.8307e-07	1.6296e-06	
geo apparent, lahiri	2451545.0	Pluto	1.6191e-07	3.2598e-07	1.5283e-06	
geo apparent, lahiri	2451545.0	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Moon osc asc node	9.4156e-08	2.6510e-13	2.0228e-11	
geo apparent, lahiri	2451545.0	Moon mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Moon osc desc node	9.4175e-08	2.6510e-13	1.5513e-11	
geo apparent, lahiri	2451545.0	Moon mean perihelion	5.4570e-12	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Moon osc perihelion	3.5397e-05	1.6831e-07	2.9843e-11	
geo apparent, lahiri	2451545.0	Moon mean aphelion	2.0088e-08	1.2222e-08	9.6219e-16	
geo apparent, lahiri	2451545.0	Moon osc aphelion	2.7946e-06	1.6493e-07	2.0453e-12	
geo apparent, lahiri	2451545.0	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Mercury osc asc node	3.8237e-05	7.0829e-06	1.3985e-06	
geo apparent, lahiri	2451545.0	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Mercury osc desc node	3.8253e-05	4.4764e-06	1.7076e-06	
geo apparent, lahiri	2451545.0	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Mercury osc perihelion	3.8236e-05	8.2231e-06	1.2435e-06	
geo apparent, lahiri	2451545.0	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Mercury osc aphelion	3.8248e-05	4.1176e-06	1.7569e-06	
geo apparent, lahiri	2451545.0	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Venus osc asc node	3.8244e-05	1.3493e-05	5.7136e-07	
geo apparent, lahiri	2451545.0	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Venus osc desc node	3.8253e-05	3.5031e-06	1.7468e-06	
geo apparent, lahiri	2451545.0	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Venus osc perihelion	3.8253e-05	1.1075e-05	6.6628e-07	
geo apparent, lahiri	2451545.0	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Venus osc aphelion	3.8216e-05	3.5494e-06	1.7208e-06	
geo apparent, lahiri	2451545.0	Mars mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Mars osc asc node	3.8250e-05	5.1318e-06	7.6129e-08	
geo apparent, lahiri	2451545.0	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Mars osc desc node	3.8253e-05	2.5368e-06	1.5153e-06	
geo apparent, lahiri	2451545.0	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Mars osc perihelion	3.8240e-05	2.7967e-06	1.4816e-06	
geo apparent, lahiri	2451545.0	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Mars osc aphelion	3.8275e-05	4.2515e-06	6.8592e-08	
geo apparent, lahiri	2451545.0	Jupiter mean asc node	1.0914e-11	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Jupiter osc asc node	3.8274e-05	1.4099e-06	1.7723e-06	
geo apparent, lahiri	2451545.0	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Jupiter osc desc node	4.5937e-05	9.0247e-07	1.7721e-06	
geo apparent, lahiri	2451545.0	Jupiter mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Jupiter osc perihelion	3.8248e-05	1.1803e-06	1.8325e-07	
geo apparent, lahiri	2451545.0	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Jupiter osc aphelion	3.8241e-05	1.0365e-06	4.7237e-07	
geo apparent, lahiri	2451545.0	Saturn mean asc node	1.0914e-11	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Saturn osc asc node	3.8296e-05	7.3102e-07	1.7109e-06	
geo apparent, lahiri	2451545.0	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Saturn osc desc node	3.8183e-05	5.3152e-07	1.7311e-06	
geo apparent, lahiri	2451545.0	Saturn mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Saturn osc perihelion	3.8296e-05	7.2469e-07	1.7351e-06	
geo apparent, lahiri	2451545.0	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2451545.0	Saturn osc aphelion	3.8194e-05	5.3419e-07	1.7479e-06	
geo apparent, lahiri	2451545.0	Moon natural apogee	1.0153e-06	4.0578e-08	1.1110e-12	
geo apparent, lahiri	2451545.0	Moon natural perigee	6.9070e-06	5.4819e-07	2.8179e-12	
geo apparent, lahiri	2451545.0	Sirius	9.8225e-08	3.3614e-07	4.5796e-11	
geo apparent, lahiri	2451545.0	Vega	2.2945e-07	3.3127e-07	1.8698e-10	
geo apparent, lahiri	2451545.0	Polaris	5.1780e-08	3.5613e-07	5.3364e-12	
geo apparent, lahiri	2451545.0	Rigil Kentaurus	1.3885e-07	3.1348e-07	9.1794e-11	
geo apparent, lahiri	2461300.5	Sun	4.7265e-07	3.9693e-08	1.0135e-11	
geo apparent, lahiri	2461300.5	Moon	3.3807e-05	8.2565e-06	2.8069e-09	
geo apparent, lahiri	2461300.5	Mercury	2.7172e-06	2.9741e-07	1.5999e-06	
geo apparent, lahiri	2461300.5	Venus	3.1938e-07	1.4090e-07	5.6295e-07	
geo apparent, lahiri	2461300.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Mars	2.2071e-07	3.0137e-07	8.2311e-07	
geo apparent, lahiri	2461300.5	Jupiter	1.8505e-08	2.1790e-07	1.3451e-06	
geo apparent, lahiri	2461300.5	Saturn	2.7930e-08	1.0715e-07	1.6073e-06	
geo apparent, lahiri	2461300.5	Uranus	3.8176e-08	3.4592e-07	5.4267e-07	
geo apparent, lahiri	2461300.5	Neptune	1.3581e-07	5.0152e-08	1.6734e-06	
geo apparent, lahiri	2461300.5	Pluto	7.0032e-08	2.7079e-07	1.0621e-06	
geo apparent, lahiri	2461300.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Moon osc asc node	4.8317e-08	1.6121e-14	1.2805e-11	
geo apparent, lahiri	2461300.5	Moon mean desc node	9.7013e-12	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Moon osc desc node	4.8317e-08	1.6121e-14	8.4951e-12	
geo apparent, lahiri	2461300.5	Moon mean perihelion	9.7013e-12	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Moon osc perihelion	4.1422e-05	1.5237e-07	1.8053e-11	
geo apparent, lahiri	2461300.5	Moon mean aphelion	9.7428e-09	1.6427e-08	7.7716e-16	
geo apparent, lahiri	2461300.5	Moon osc aphelion	2.6413e-06	1.2710e-07	2.9215e-12	
geo apparent, lahiri	2461300.5	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Mercury osc asc node	3.8247e-05	1.1409e-06	1.3919e-06	
geo apparent, lahiri	2461300.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Mercury osc desc node	3.8251e-05	7.4347e-07	1.6296e-06	
geo apparent, lahiri	2461300.5	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Mercury osc perihelion	3.8242e-05	9.6499e-07	1.6133e-06	
geo apparent, lahiri	2461300.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Mercury osc aphelion	3.8251e-05	8.5207e-07	1.5556e-06	
geo apparent, lahiri	2461300.5	Venus mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Venus osc asc node	3.8242e-05	8.4288e-07	1.3297e-06	
geo apparent, lahiri	2461300.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Venus osc desc node	3.8241e-05	7.5420e-07	1.4209e-06	
geo apparent, lahiri	2461300.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Venus osc perihelion	3.8826e-05	5.9123e-07	1.6181e-06	
geo apparent, lahiri	2461300.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Venus osc aphelion	3.8199e-05	1.5852e-06	7.7845e-07	
geo apparent, lahiri	2461300.5	Mars mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Mars osc asc node	3.8253e-05	8.1569e-07	2.3387e-07	
geo apparent, lahiri	2461300.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Mars osc desc node	3.8237e-05	4.2824e-07	1.4056e-06	
geo apparent, lahiri	2461300.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Mars osc perihelion	3.8296e-05	1.8784e-06	5.2112e-07	
geo apparent, lahiri	2461300.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Mars osc aphelion	3.8237e-05	3.6949e-07	1.6607e-06	
geo apparent, lahiri	2461300.5	Jupiter mean asc node	1.9403e-11	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Jupiter osc asc node	3.8249e-05	1.7012e-07	7.5181e-07	
geo apparent, lahiri	2461300.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Jupiter osc desc node	3.8250e-05	2.0198e-07	1.5537e-07	
geo apparent, lahiri	2461300.5	Jupiter mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Jupiter osc perihelion	3.8275e-05	2.4676e-07	1.5344e-06	
geo apparent, lahiri	2461300.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Jupiter osc aphelion	3.8227e-05	1.5227e-07	1.6206e-06	
geo apparent, lahiri	2461300.5	Saturn mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Saturn osc asc node	3.8220e-05	9.8090e-08	9.6630e-07	
geo apparent, lahiri	2461300.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Saturn osc desc node	3.8264e-05	9.6305e-08	6.9733e-07	
geo apparent, lahiri	2461300.5	Saturn mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Saturn osc perihelion	3.8236e-05	1.0694e-07	4.3122e-07	
geo apparent, lahiri	2461300.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, lahiri	2461300.5	Saturn osc aphelion	3.8251e-05	9.9291e-08	8.3832e-08	
geo apparent, lahiri	2461300.5	Moon natural apogee	2.6599e-06	1.1917e-07	3.2804e-13	
geo apparent, lahiri	2461300.5	Moon natural perigee	1.5235e-05	7.9549e-08	2.0649e-11	
geo apparent, lahiri	2461300.5	Sirius	9.1115e-08	3.3366e-07	1.6436e-10	
geo apparent, lahiri	2461300.5	Vega	2.3633e-07	3.4431e-07	2.3239e-11	
geo apparent, lahiri	2461300.5	Polaris	5.1897e-08	3.5677e-07	1.5465e-11	
geo apparent, lahiri	2461300.5	Rigil Kentaurus	1.3967e-07	3.2534e-07	1.0104e-11	
geo apparent, lahiri	2488069.5	Sun	4.8802e-07	3.3388e-07	1.0541e-12	
geo apparent, lahiri	2488069.5	Moon	2.2530e-08	1.0923e-07	2.3808e-09	
geo apparent, lahiri	2488069.5	Mercury	2.9609e-06	2.4422e-07	1.7178e-06	
geo apparent, lahiri	2488069.5	Venus	7.2728e-07	2.1276e-07	1.3313e-06	
geo apparent, lahiri	2488069.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
